domain,count
19ekkoip,8
1njgweng,8
1uavsqqt,2
"2-courier.push.apple.com",84
"2.1.16.172.in-addr.arpa",4
"2.1.e.4.7.9.e.f.f.f.f.d.3.2.2.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa",42
"2.1.e.4.7.9.e.f.f.f.f.d.3.2.2.0.2.0.2.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",10
"2.1.e.4.7.9.e.f.f.f.f.d.3.2.2.0.4.0.2.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",2
"2.1.e.4.7.9.e.f.f.f.f.d.3.2.2.0.5.0.2.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",2
"2.1.e.4.7.9.f.f.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa",2
"2.201.168.192.in-addr.arpa",684
"2.21.168.192.in-addr.arpa",22
"2.22.168.192.in-addr.arpa",18
"2.229.168.192.in-addr.arpa",58
"2.23.168.192.in-addr.arpa",22
"2.24.168.192.in-addr.arpa",8
"2.25.168.192.in-addr.arpa",8
"2.26.168.192.in-addr.arpa",8
"2.27.168.192.in-addr.arpa",10
"2.28.168.192.in-addr.arpa",14
"2.4.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.3.0.0.0.0.0.5.0.1.0.0.2.ip6.arpa",8
"2.40.168.192.in-addr.arpa",4
"2.5.8.9.a.7.a.f.3.0.0.a.b.0.8.f.5.5.7.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",30
"2.7.0.8.c.e.e.f.d.4.f.9.4.f.8.8.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa",2
"2.7.4.b.0.e.e.f.f.f.9.2.c.0.2.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa",2
"2.8.9.e.7.4.e.f.f.f.9.2.c.0.2.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa",8
"2.8.9.e.7.4.e.f.f.f.9.2.c.0.2.0.5.5.6.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",12
"2.c.2.f.d.9.e.f.f.f.7.4.6.1.2.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa",4
"2.c.2.f.d.9.e.f.f.f.7.4.6.1.2.0.2.0.2.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",2
"2.c.2.f.d.9.f.f.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa",4
"2.f.6.9.f.1.e.f.f.f.9.2.c.0.2.0.5.5.6.0.8.1.c.0.b.b.d.0.1.0.0.2.ip6.arpa",12
"2.pool.ntp.org",80
"2.ubuntu.pool.ntp.org",1232
"2.ubuntu.pool.ntp.org.jhuapl.edu",8
"2.ubuntu.pool.ntp.org.localdomain",320
"20-courier.push.apple.com",26
"20.1.16.172.in-addr.arpa",4
"20.21.168.192.in-addr.arpa",22
"20.22.168.192.in-addr.arpa",16
"20.229.168.192.in-addr.arpa",58
"20.23.168.192.in-addr.arpa",14
"20.24.168.192.in-addr.arpa",10
"20.25.168.192.in-addr.arpa",6
"20.26.168.192.in-addr.arpa",8
"20.27.168.192.in-addr.arpa",10
"20.28.168.192.in-addr.arpa",14
"200.1.16.172.in-addr.arpa",4
"200.21.168.192.in-addr.arpa",20
"200.22.168.192.in-addr.arpa",20
"200.229.168.192.in-addr.arpa",58
"200.23.168.192.in-addr.arpa",14
"200.24.168.192.in-addr.arpa",8
"200.25.168.192.in-addr.arpa",6
"200.26.168.192.in-addr.arpa",8
"200.27.168.192.in-addr.arpa",10
"200.28.168.192.in-addr.arpa",10
"2001-dbb-c18-555-f8d9-a1ea-b86e-10ad",12
"2001:dbb:c18:555:",4
"2001:dbb:c18:655:20c:29ff:felf:96f2",2
"2001:dbb:c18:855:5894:e447:d5c5:3d0c",2
"201.1.16.172.in-addr.arpa",4
"201.159.36.174.in-addr.arpa",2
"201.21.168.192.in-addr.arpa",20
"201.22.168.192.in-addr.arpa",18
"201.229.168.192.in-addr.arpa",58
"201.23.168.192.in-addr.arpa",16
"201.24.168.192.in-addr.arpa",10
"201.25.168.192.in-addr.arpa",6
"201.26.168.192.in-addr.arpa",6
"201.27.168.192.in-addr.arpa",12
"201.28.168.192.in-addr.arpa",10
"201.79.228.192.in-addr.arpa",32
"202.1.16.172.in-addr.arpa",8
"202.2.16.172.in-addr.arpa",24
"202.21.168.192.all.spamrats.com",4
"202.21.168.192.bl.nszones.com",4
"202.21.168.192.bl.spamcop.net",4
"202.21.168.192.dnsbl.ahbl.org",8
"202.21.168.192.dnsbl.tornevall.org",4
"202.21.168.192.http.dnsbl.sorbs.net",4
"202.21.168.192.in-addr.arpa",128
"202.21.168.192.l2.apews.org",4
"202.21.168.192.list.quorum.to",4
"202.21.168.192.misc.dnsbl.sorbs.net",4
"202.21.168.192.sbl.spamhaus.org",4
"202.21.168.192.socks.dnsbl.sorbs.net",4
"202.21.168.192.spam.dnsbl.sorbs.net",8
"202.22.168.192.in-addr.arpa",96
"202.229.168.192.in-addr.arpa",58
"202.23.168.192.in-addr.arpa",90
"202.23.68.192.in-addr.arpa",8
"202.24.168.192.in-addr.arpa",60
"202.25.168.192.in-addr.arpa",118
"202.26.168.192.in-addr.arpa",52
"202.27.168.192.in-addr.arpa",68
"202.28.168.192.in-addr.arpa",78
"202.4.16.172.in-addr.arpa",56
"202.5.16.172.in-addr.arpa",4
"203.1.16.172.in-addr.arpa",8
"203.21.168.192.all.spamrats.com",4
"203.21.168.192.bl.nszones.com",4
"203.21.168.192.bl.spamcop.net",4
"203.21.168.192.dnsbl.ahbl.org",8
"203.21.168.192.dnsbl.tornevall.org",4
"203.21.168.192.http.dnsbl.sorbs.net",4
"203.21.168.192.in-addr.arpa",94
"203.21.168.192.l2.apews.org",4
"203.21.168.192.list.quorum.to",4
"203.21.168.192.misc.dnsbl.sorbs.net",4
"203.21.168.192.sbl.spamhaus.org",4
"203.21.168.192.socks.dnsbl.sorbs.net",4
"203.21.168.192.spam.dnsbl.sorbs.net",8
"203.22.168.192.in-addr.arpa",80
"203.229.168.192.in-addr.arpa",58
"203.23.168.192.in-addr.arpa",94
"203.23.68.192.in-addr.arpa",8
"203.24.168.192.in-addr.arpa",62
"203.25.168.192.in-addr.arpa",106
"203.26.168.192.in-addr.arpa",48
"203.27.168.192.in-addr.arpa",82
"203.28.168.192.in-addr.arpa",80
"203.4.16.172.in-addr.arpa",34
"203.5.16.172.in-addr.arpa",4
"204.1.16.172.in-addr.arpa",4
"204.21.168.192.in-addr.arpa",20
"204.22.168.192.in-addr.arpa",18
"204.229.168.192.in-addr.arpa",58
"204.23.168.192.in-addr.arpa",16
"204.24.168.192.in-addr.arpa",8
"204.25.168.192.in-addr.arpa",6
"204.26.168.192.in-addr.arpa",6
"204.27.168.192.in-addr.arpa",12
"204.28.168.192.in-addr.arpa",10
"204.71.135.2",62
"205.1.16.172.in-addr.arpa",4
"205.21.168.192.in-addr.arpa",22
"205.22.168.192.in-addr.arpa",18
"205.229.168.192.in-addr.arpa",58
"205.23.168.192.in-addr.arpa",14
"205.24.168.192.in-addr.arpa",10
"205.25.168.192.in-addr.arpa",6
"205.26.168.192.in-addr.arpa",6
"205.27.168.192.in-addr.arpa",10
"205.28.168.192.in-addr.arpa",12
"206.1.16.172.in-addr.arpa",4
"206.21.168.192.in-addr.arpa",20
"206.22.168.192.in-addr.arpa",20
"206.229.168.192.in-addr.arpa",58
"206.23.168.192.in-addr.arpa",14
"206.24.168.192.in-addr.arpa",8
"206.25.168.192.in-addr.arpa",8
"206.26.168.192.in-addr.arpa",6
"206.27.168.192.in-addr.arpa",10
"206.28.168.192.in-addr.arpa",10
"207.1.16.172.in-addr.arpa",4
"207.21.168.192.in-addr.arpa",20
"207.22.168.192.in-addr.arpa",18
"207.229.168.192.in-addr.arpa",58
"207.23.168.192.in-addr.arpa",16
"207.24.168.192.in-addr.arpa",8
"207.25.168.192.in-addr.arpa",6
"207.26.168.192.in-addr.arpa",6
"207.27.168.192.in-addr.arpa",10
"207.28.168.192.in-addr.arpa",10
"208.1.16.172.in-addr.arpa",4
"208.21.168.192.in-addr.arpa",22
"208.22.168.192.in-addr.arpa",18
"208.229.168.192.in-addr.arpa",58
"208.23.168.192.in-addr.arpa",14
"208.24.168.192.in-addr.arpa",10
"208.25.168.192.in-addr.arpa",6
"208.26.168.192.in-addr.arpa",6
"208.27.168.192.in-addr.arpa",10
"208.28.168.192.in-addr.arpa",10
"209.1.16.172.in-addr.arpa",4
"209.21.168.192.in-addr.arpa",20
"209.22.168.192.in-addr.arpa",20
"209.229.168.192.in-addr.arpa",58
"209.23.168.192.in-addr.arpa",14
"209.24.168.192.in-addr.arpa",8
"209.25.168.192.in-addr.arpa",8
"209.26.168.192.in-addr.arpa",6
"209.27.168.192.in-addr.arpa",10
"209.28.168.192.in-addr.arpa",10
"21.1.16.172.in-addr.arpa",4
"21.21.168.192.in-addr.arpa",20
"21.22.168.192.in-addr.arpa",18
"21.229.168.192.in-addr.arpa",58
"21.23.168.192.in-addr.arpa",14
"21.24.168.192.in-addr.arpa",8
"21.25.168.192.in-addr.arpa",8
"21.26.168.192.in-addr.arpa",6
"21.27.168.192.in-addr.arpa",12
"21.28.168.192.in-addr.arpa",14
"210.1.16.172.in-addr.arpa",4
"210.21.168.192.in-addr.arpa",20
"210.22.168.192.in-addr.arpa",18
"210.229.168.192.in-addr.arpa",58
"210.23.168.192.in-addr.arpa",16
"210.24.168.192.in-addr.arpa",8
"210.25.168.192.in-addr.arpa",6
"210.26.168.192.in-addr.arpa",8
"210.27.168.192.in-addr.arpa",10
"210.28.168.192.in-addr.arpa",10
"211.1.16.172.in-addr.arpa",4
"211.21.168.192.in-addr.arpa",22
"211.22.168.192.in-addr.arpa",18
"211.229.168.192.in-addr.arpa",58
"211.23.168.192.in-addr.arpa",14
"211.24.168.192.in-addr.arpa",10
"211.25.168.192.in-addr.arpa",6
"211.26.168.192.in-addr.arpa",6
"211.27.168.192.in-addr.arpa",10
"211.28.168.192.in-addr.arpa",10
"212.1.16.172.in-addr.arpa",4
"212.21.168.192.in-addr.arpa",20
"212.22.168.192.in-addr.arpa",20
"212.229.168.192.in-addr.arpa",58
"212.23.168.192.in-addr.arpa",14
"212.24.168.192.in-addr.arpa",8
"212.25.168.192.in-addr.arpa",8
"212.26.168.192.in-addr.arpa",6
"212.27.168.192.in-addr.arpa",10
"212.28.168.192.in-addr.arpa",10
"213.1.16.172.in-addr.arpa",4
"213.21.168.192.in-addr.arpa",20
"213.22.168.192.in-addr.arpa",18
"213.229.168.192.in-addr.arpa",58
"213.23.168.192.in-addr.arpa",16
"213.24.168.192.in-addr.arpa",8
"213.25.168.192.in-addr.arpa",6
"213.26.168.192.in-addr.arpa",8
"213.27.168.192.in-addr.arpa",10
"213.28.168.192.in-addr.arpa",10
"214.1.16.172.in-addr.arpa",4
"214.21.168.192.in-addr.arpa",20
"214.22.168.192.in-addr.arpa",18
"214.229.168.192.in-addr.arpa",58
"214.23.168.192.in-addr.arpa",14
"214.24.168.192.in-addr.arpa",10
"214.25.168.192.in-addr.arpa",6
"214.26.168.192.in-addr.arpa",6
"214.27.168.192.in-addr.arpa",12
"214.28.168.192.in-addr.arpa",10
"215.1.16.172.in-addr.arpa",4
"215.21.168.192.in-addr.arpa",20
"215.22.168.192.in-addr.arpa",22
"215.229.168.192.in-addr.arpa",58
"215.23.168.192.in-addr.arpa",14
"215.24.168.192.in-addr.arpa",8
"215.25.168.192.in-addr.arpa",8
"215.26.168.192.in-addr.arpa",6
"215.27.168.192.in-addr.arpa",10
"215.28.168.192.in-addr.arpa",12
"216.1.16.172.in-addr.arpa",4
"216.21.168.192.in-addr.arpa",20
"216.22.168.192.in-addr.arpa",18
"216.229.168.192.in-addr.arpa",58
"216.23.168.192.in-addr.arpa",16
"216.24.168.192.in-addr.arpa",8
"216.25.168.192.in-addr.arpa",6
"216.26.168.192.in-addr.arpa",8
"216.27.168.192.in-addr.arpa",10
"216.28.168.192.in-addr.arpa",10
"217.1.16.172.in-addr.arpa",4
"217.21.168.192.in-addr.arpa",20
"217.22.168.192.in-addr.arpa",18
"217.229.168.192.in-addr.arpa",58
"217.23.168.192.in-addr.arpa",14
"217.24.168.192.in-addr.arpa",10
"217.25.168.192.in-addr.arpa",6
"217.26.168.192.in-addr.arpa",6
"217.27.168.192.in-addr.arpa",12
"217.28.168.192.in-addr.arpa",10
"218.1.16.172.in-addr.arpa",4
"218.21.168.192.in-addr.arpa",20
"218.22.168.192.in-addr.arpa",18
"218.229.168.192.in-addr.arpa",58
"218.23.168.192.in-addr.arpa",14
"218.24.168.192.in-addr.arpa",8
"218.25.168.192.in-addr.arpa",8
"218.26.168.192.in-addr.arpa",6
"218.27.168.192.in-addr.arpa",10
"218.28.168.192.in-addr.arpa",12
"219.1.16.172.in-addr.arpa",4
"219.21.168.192.in-addr.arpa",20
"219.22.168.192.in-addr.arpa",18
"219.229.168.192.in-addr.arpa",58
"219.23.168.192.in-addr.arpa",14
"219.24.168.192.in-addr.arpa",8
"219.25.168.192.in-addr.arpa",6
"219.26.168.192.in-addr.arpa",8
"219.27.168.192.in-addr.arpa",10
"219.28.168.192.in-addr.arpa",10
"22-courier.push.apple.com",38
"22.0.0.224.in-addr.arpa",4
"22.1.16.172.in-addr.arpa",4
"22.21.168.192.in-addr.arpa",20
"22.22.168.192.in-addr.arpa",16
"22.229.168.192.in-addr.arpa",58
"22.23.168.192.in-addr.arpa",16
"22.24.168.192.in-addr.arpa",8
"22.25.168.192.in-addr.arpa",6
"22.26.168.192.in-addr.arpa",10
"22.27.168.192.in-addr.arpa",12
"22.28.168.192.in-addr.arpa",14
"220.1.16.172.in-addr.arpa",2
"220.21.168.192.in-addr.arpa",20
"220.22.168.192.in-addr.arpa",18
"220.229.168.192.in-addr.arpa",58
"220.23.168.192.in-addr.arpa",14
"220.24.168.192.in-addr.arpa",12
"220.25.168.192.in-addr.arpa",6
"220.26.168.192.in-addr.arpa",6
"220.27.168.192.in-addr.arpa",12
"220.28.168.192.in-addr.arpa",10
"221.1.16.172.in-addr.arpa",2
"221.21.168.192.in-addr.arpa",22
"221.22.168.192.in-addr.arpa",18
"221.229.168.192.in-addr.arpa",58
"221.23.168.192.in-addr.arpa",14
"221.24.168.192.in-addr.arpa",8
"221.25.168.192.in-addr.arpa",8
"221.26.168.192.in-addr.arpa",6
"221.27.168.192.in-addr.arpa",10
"221.28.168.192.in-addr.arpa",12
"222.1.16.172.in-addr.arpa",2
"222.202.168.192.in-addr.arpa",2
"222.21.168.192.in-addr.arpa",20
"222.22.168.192.in-addr.arpa",20
"222.229.168.192.in-addr.arpa",58
"222.23.168.192.in-addr.arpa",14
"222.24.168.192.in-addr.arpa",8
"222.25.168.192.in-addr.arpa",6
"222.26.168.192.in-addr.arpa",8
"222.27.168.192.in-addr.arpa",10
"222.28.168.192.in-addr.arpa",10
"223.1.16.172.in-addr.arpa",2
"223.21.168.192.in-addr.arpa",20
"223.22.168.192.in-addr.arpa",18
"223.229.168.192.in-addr.arpa",58
"223.23.168.192.in-addr.arpa",14
"223.24.168.192.in-addr.arpa",8
"223.25.168.192.in-addr.arpa",6
"223.26.168.192.in-addr.arpa",6
"223.27.168.192.in-addr.arpa",12
"223.28.168.192.in-addr.arpa",10
"224.1.16.172.in-addr.arpa",2
"224.21.168.192.in-addr.arpa",22
"224.22.168.192.in-addr.arpa",18
"224.229.168.192.in-addr.arpa",58
"224.23.168.192.in-addr.arpa",14
"224.24.168.192.in-addr.arpa",8
"224.25.168.192.in-addr.arpa",6
"224.26.168.192.in-addr.arpa",6
"224.27.168.192.in-addr.arpa",10
"224.28.168.192.in-addr.arpa",12
"225.1.16.172.in-addr.arpa",2
"225.21.168.192.in-addr.arpa",20
"225.22.168.192.in-addr.arpa",20
"225.229.168.192.in-addr.arpa",58
"225.23.168.192.in-addr.arpa",14
"225.24.168.192.in-addr.arpa",8
"225.25.168.192.in-addr.arpa",6
"225.26.168.192.in-addr.arpa",8
"225.27.168.192.in-addr.arpa",10
"225.28.168.192.in-addr.arpa",10
"226.21.168.192.in-addr.arpa",20
"226.22.168.192.in-addr.arpa",18
"226.229.168.192.in-addr.arpa",58
"226.23.168.192.in-addr.arpa",16
"226.24.168.192.in-addr.arpa",8
"226.25.168.192.in-addr.arpa",6
"226.26.168.192.in-addr.arpa",6
"226.27.168.192.in-addr.arpa",12
"226.28.168.192.in-addr.arpa",10
"227.21.168.192.in-addr.arpa",22
"227.22.168.192.in-addr.arpa",18
"227.229.168.192.in-addr.arpa",58
"227.23.168.192.in-addr.arpa",14
"227.24.168.192.in-addr.arpa",10
"227.25.168.192.in-addr.arpa",6
"227.26.168.192.in-addr.arpa",6
"227.27.168.192.in-addr.arpa",10
"227.28.168.192.in-addr.arpa",12
"228.21.168.192.in-addr.arpa",20
"228.22.168.192.in-addr.arpa",20
"228.229.168.192.in-addr.arpa",58
"228.23.168.192.in-addr.arpa",14
"228.24.168.192.in-addr.arpa",8
"228.25.168.192.in-addr.arpa",6
"228.26.168.192.in-addr.arpa",6
"228.27.168.192.in-addr.arpa",10
"228.28.168.192.in-addr.arpa",10
"229.21.168.192.in-addr.arpa",20
"229.22.168.192.in-addr.arpa",18
"229.229.168.192.in-addr.arpa",58
"229.23.168.192.in-addr.arpa",16
"229.24.168.192.in-addr.arpa",8
"229.25.168.192.in-addr.arpa",6
"229.26.168.192.in-addr.arpa",6
"229.27.168.192.in-addr.arpa",10
"229.28.168.192.in-addr.arpa",10
"23-courier.push.apple.com",156
"23.1.16.172.in-addr.arpa",4
"23.21.168.192.in-addr.arpa",22
"23.22.168.192.in-addr.arpa",16
"23.229.168.192.in-addr.arpa",58
"23.23.168.192.in-addr.arpa",14
"23.24.168.192.in-addr.arpa",10
"23.25.168.192.in-addr.arpa",6
"23.26.168.192.in-addr.arpa",6
"23.27.168.192.in-addr.arpa",10
"23.28.168.192.in-addr.arpa",14
"230.21.168.192.in-addr.arpa",22
"230.22.168.192.in-addr.arpa",18
"230.229.168.192.in-addr.arpa",34
"230.23.168.192.in-addr.arpa",14
"230.24.168.192.in-addr.arpa",10
"230.25.168.192.in-addr.arpa",6
"230.26.168.192.in-addr.arpa",6
"230.27.168.192.in-addr.arpa",10
"230.28.168.192.in-addr.arpa",12
"231.21.168.192.in-addr.arpa",20
"231.22.168.192.in-addr.arpa",20
"231.229.168.192.in-addr.arpa",34
"231.23.168.192.in-addr.arpa",14
"231.24.168.192.in-addr.arpa",8
"231.25.168.192.in-addr.arpa",8
"231.26.168.192.in-addr.arpa",6
"231.27.168.192.in-addr.arpa",10
"231.28.168.192.in-addr.arpa",10
"232.21.168.192.in-addr.arpa",20
"232.22.168.192.in-addr.arpa",18
"232.229.168.192.in-addr.arpa",34
"232.23.168.192.in-addr.arpa",16
"232.24.168.192.in-addr.arpa",8
"232.25.168.192.in-addr.arpa",6
"232.26.168.192.in-addr.arpa",8
"232.27.168.192.in-addr.arpa",10
"232.28.168.192.in-addr.arpa",10
"233.21.168.192.in-addr.arpa",22
"233.22.168.192.in-addr.arpa",18
"233.229.168.192.in-addr.arpa",34
"233.23.168.192.in-addr.arpa",14
"233.24.168.192.in-addr.arpa",10
"233.25.168.192.in-addr.arpa",6
"233.26.168.192.in-addr.arpa",6
"233.27.168.192.in-addr.arpa",10
"233.28.168.192.in-addr.arpa",10
"234.21.168.192.in-addr.arpa",20
"234.22.168.192.in-addr.arpa",20
"234.229.168.192.in-addr.arpa",34
"234.23.168.192.in-addr.arpa",14
"234.24.168.192.in-addr.arpa",8
"234.25.168.192.in-addr.arpa",8
"234.26.168.192.in-addr.arpa",6
"234.27.168.192.in-addr.arpa",10
"234.28.168.192.in-addr.arpa",10
"235.21.168.192.in-addr.arpa",20
"235.22.168.192.in-addr.arpa",18
"235.229.168.192.in-addr.arpa",34
"235.23.168.192.in-addr.arpa",16
"235.24.168.192.in-addr.arpa",8
"235.25.168.192.in-addr.arpa",6
"235.26.168.192.in-addr.arpa",8
"235.27.168.192.in-addr.arpa",10
"235.28.168.192.in-addr.arpa",10
"236.21.168.192.in-addr.arpa",22
"236.22.168.192.in-addr.arpa",18
"236.229.168.192.in-addr.arpa",34
"236.23.168.192.in-addr.arpa",14
"236.24.168.192.in-addr.arpa",10
"236.25.168.192.in-addr.arpa",6
"236.26.168.192.in-addr.arpa",6
"236.27.168.192.in-addr.arpa",12
"236.28.168.192.in-addr.arpa",10
"237.21.168.192.in-addr.arpa",20
"237.22.168.192.in-addr.arpa",20
"237.229.168.192.in-addr.arpa",34
"237.23.168.192.in-addr.arpa",14
"237.24.168.192.in-addr.arpa",8
"237.25.168.192.in-addr.arpa",8
"237.26.168.192.in-addr.arpa",6
"237.27.168.192.in-addr.arpa",10
"237.28.168.192.in-addr.arpa",10
"238.21.168.192.in-addr.arpa",20
"238.22.168.192.in-addr.arpa",18
"238.229.168.192.in-addr.arpa",34
"238.23.168.192.in-addr.arpa",16
"238.24.168.192.in-addr.arpa",8
"238.25.168.192.in-addr.arpa",6
"238.26.168.192.in-addr.arpa",8
"238.27.168.192.in-addr.arpa",10
"238.28.168.192.in-addr.arpa",10
"239.21.168.192.in-addr.arpa",20
"239.22.168.192.in-addr.arpa",18
"239.229.168.192.in-addr.arpa",34
"239.23.168.192.in-addr.arpa",14
"239.24.168.192.in-addr.arpa",10
"239.25.168.192.in-addr.arpa",6
"239.26.168.192.in-addr.arpa",6
"239.27.168.192.in-addr.arpa",12
"239.28.168.192.in-addr.arpa",10
"24-courier.push.apple.com",40
"24.1.16.172.in-addr.arpa",4
"24.21.168.192.in-addr.arpa",20
"24.22.168.192.in-addr.arpa",18
"24.229.168.192.in-addr.arpa",58
"24.23.168.192.in-addr.arpa",14
"24.24.168.192.in-addr.arpa",8
"24.25.168.192.in-addr.arpa",8
"24.26.168.192.in-addr.arpa",8
"24.27.168.192.in-addr.arpa",10
"24.28.168.192.in-addr.arpa",14
"240.202.168.192.in-addr.arpa",4
"240.21.168.192.in-addr.arpa",20
"240.22.168.192.in-addr.arpa",18
"240.229.168.192.in-addr.arpa",34
"240.23.168.192.in-addr.arpa",14
"240.24.168.192.in-addr.arpa",8
"240.25.168.192.in-addr.arpa",8
"240.26.168.192.in-addr.arpa",6
"240.27.168.192.in-addr.arpa",10
"240.28.168.192.in-addr.arpa",12
"241.21.168.192.in-addr.arpa",20
"241.22.168.192.in-addr.arpa",18
"241.229.168.192.in-addr.arpa",34
"241.23.168.192.in-addr.arpa",18
"241.24.168.192.in-addr.arpa",8
"241.25.168.192.in-addr.arpa",6
"241.26.168.192.in-addr.arpa",8
"241.27.168.192.in-addr.arpa",10
"241.28.168.192.in-addr.arpa",10
"242.21.168.192.in-addr.arpa",20
"242.22.168.192.in-addr.arpa",18
"242.229.168.192.in-addr.arpa",34
"242.23.168.192.in-addr.arpa",14
"242.24.168.192.in-addr.arpa",10
"242.25.168.192.in-addr.arpa",6
"242.26.168.192.in-addr.arpa",6
"242.27.168.192.in-addr.arpa",12
"242.28.168.192.in-addr.arpa",10
"243.21.168.192.in-addr.arpa",22
"243.22.168.192.in-addr.arpa",18
"243.229.168.192.in-addr.arpa",34
"243.23.168.192.in-addr.arpa",14
"243.24.168.192.in-addr.arpa",8
"243.25.168.192.in-addr.arpa",8
"243.26.168.192.in-addr.arpa",6
"243.27.168.192.in-addr.arpa",10
"243.28.168.192.in-addr.arpa",12
"244.21.168.192.in-addr.arpa",20
"244.22.168.192.in-addr.arpa",18
"244.229.168.192.in-addr.arpa",34
"244.23.168.192.in-addr.arpa",14
"244.24.168.192.in-addr.arpa",8
"244.25.168.192.in-addr.arpa",6
"244.26.168.192.in-addr.arpa",8
"244.27.168.192.in-addr.arpa",10
"244.28.168.192.in-addr.arpa",10
"245.21.168.192.in-addr.arpa",20
"245.22.168.192.in-addr.arpa",18
"245.229.168.192.in-addr.arpa",34
"245.23.168.192.in-addr.arpa",14
"245.24.168.192.in-addr.arpa",8
"245.25.168.192.in-addr.arpa",6
"245.26.168.192.in-addr.arpa",6
"245.27.168.192.in-addr.arpa",12
"245.28.168.192.in-addr.arpa",10
"246.21.168.192.in-addr.arpa",22
"246.22.168.192.in-addr.arpa",18
"246.229.168.192.in-addr.arpa",34
"246.23.168.192.in-addr.arpa",14
"246.24.168.192.in-addr.arpa",8
"246.25.168.192.in-addr.arpa",10
"246.26.168.192.in-addr.arpa",6
"246.27.168.192.in-addr.arpa",10
"246.28.168.192.in-addr.arpa",12
"247.21.168.192.in-addr.arpa",20
"247.22.168.192.in-addr.arpa",20
"247.229.168.192.in-addr.arpa",34
"247.23.168.192.in-addr.arpa",14
"247.24.168.192.in-addr.arpa",8
"247.25.168.192.in-addr.arpa",6
"247.26.168.192.in-addr.arpa",8
"247.27.168.192.in-addr.arpa",10
"247.28.168.192.in-addr.arpa",10
"248.21.168.192.in-addr.arpa",20
"248.22.168.192.in-addr.arpa",18
"248.229.168.192.in-addr.arpa",34
"248.23.168.192.in-addr.arpa",16
"248.24.168.192.in-addr.arpa",8
"248.25.168.192.in-addr.arpa",6
"248.26.168.192.in-addr.arpa",6
"248.27.168.192.in-addr.arpa",12
"248.28.168.192.in-addr.arpa",10
"249.21.168.192.in-addr.arpa",22
"249.22.168.192.in-addr.arpa",18
"249.229.168.192.in-addr.arpa",34
"249.23.168.192.in-addr.arpa",14
"249.24.168.192.in-addr.arpa",8
"249.25.168.192.in-addr.arpa",6
"249.26.168.192.in-addr.arpa",6
"249.27.168.192.in-addr.arpa",10
"249.28.168.192.in-addr.arpa",12
"25-courier.push.apple.com",4
"25.1.16.172.in-addr.arpa",150
"25.2.16.172.in-addr.arpa",2
"25.21.168.192.all.spamrats.com",4
"25.21.168.192.bl.nszones.com",4
"25.21.168.192.bl.spamcop.net",4
"25.21.168.192.dnsbl.ahbl.org",8
"25.21.168.192.dnsbl.tornevall.org",4
"25.21.168.192.http.dnsbl.sorbs.net",4
"25.21.168.192.in-addr.arpa",182
"25.21.168.192.l2.apews.org",4
"25.21.168.192.list.quorum.to",4
"25.21.168.192.misc.dnsbl.sorbs.net",4
"25.21.168.192.sbl.spamhaus.org",4
"25.21.168.192.socks.dnsbl.sorbs.net",4
"25.21.168.192.spam.dnsbl.sorbs.net",8
"25.22.168.192.in-addr.arpa",140
"25.229.168.192.in-addr.arpa",58
"25.23.168.192.in-addr.arpa",146
"25.24.168.192.in-addr.arpa",90
"25.25.168.192.in-addr.arpa",154
"25.26.168.192.in-addr.arpa",82
"25.27.168.192.in-addr.arpa",104
"25.28.168.192.in-addr.arpa",118
"25.4.16.172.in-addr.arpa",34
"25.5.16.172.in-addr.arpa",22
"25.6.209.110.in-addr.arpa",6
"25.7.16.172.in-addr.arpa",26
"25.8.16.172.in-addr.arpa",276
"250.21.168.192.in-addr.arpa",20
"250.22.168.192.in-addr.arpa",20
"250.229.168.192.in-addr.arpa",34
"250.23.168.192.in-addr.arpa",14
"250.24.168.192.in-addr.arpa",8
"250.25.168.192.in-addr.arpa",6
"250.255.255.239.in-addr.arpa",4
"250.26.168.192.in-addr.arpa",6
"250.27.168.192.in-addr.arpa",10
"250.28.168.192.in-addr.arpa",10
"251.0.0.224.in-addr.arpa",4
"251.202.168.192.in-addr.arpa",16
"251.21.168.192.in-addr.arpa",20
"251.22.168.192.in-addr.arpa",18
"251.229.168.192.all.spamrats.com",2
"251.229.168.192.bl.nszones.com",2
"251.229.168.192.bl.spamcop.net",2
"251.229.168.192.dnsbl.ahbl.org",4
"251.229.168.192.dnsbl.tornevall.org",2
